data,model,params,n,thread,iter,map5095,map50,precision,recall,f1,n_all,n_fn,n_fp,family,size
0_all,yolo11x,56.9,128,2,1,0.5386,0.8554,0.8664,0.7862,0.8243,1160,211,170,YOLOv11,large
0_all,yolo11x,56.9,500,2,1,0.626,0.9345,0.9287,0.8621,0.8942,1160,108,153,YOLOv11,large
a1_t2s,yolo11x,56.9,32,2,1,0.0685,0.1614,0.3613,0.1622,0.2239,709,570,271,YOLOv11,large
a1_t2s,yolo11x,56.9,128,2,1,0.1224,0.2319,0.5489,0.1848,0.2765,709,566,160,YOLOv11,large
a1_t2s,yolo11x,56.9,500,2,1,0.1062,0.2029,0.4665,0.1862,0.2661,709,557,230,YOLOv11,large
a2_s2t,yolo11x,56.9,32,2,1,0.1153,0.2295,0.4828,0.2062,0.289,451,370,47,YOLOv11,large
a2_s2t,yolo11x,56.9,128,2,1,0.2486,0.465,0.6927,0.3849,0.4948,451,293,42,YOLOv11,large
a2_s2t,yolo11x,56.9,500,2,1,0.2263,0.4622,0.54,0.439,0.4843,451,214,219,YOLOv11,large
b_light,yolo11x,56.9,32,2,1,0.39,0.6646,0.8044,0.5846,0.6771,436,150,157,YOLOv11,large
b_light,yolo11x,56.9,128,2,1,0.481,0.7543,0.8448,0.6615,0.7419,436,146,43,YOLOv11,large
b_light,yolo11x,56.9,500,2,1,0.5522,0.8403,0.8989,0.7546,0.8204,436,94,63,YOLOv11,large
0_all,rtdetr-x,86.0,32,2,1,0.4381,0.7848,0.837,0.7128,0.7699,1160,249,283,DETR,large
0_all,rtdetr-x,86.0,128,2,1,0.5592,0.8706,0.8779,0.7948,0.8343,1160,142,456,DETR,large
0_all,rtdetr-x,86.0,500,2,1,0.5016,0.8102,0.8453,0.7259,0.781,1160,156,791,DETR,large
a1_t2s,rtdetr-x,86.0,32,2,1,0.207,0.4299,0.6665,0.4199,0.5152,709,299,909,DETR,large
a1_t2s,rtdetr-x,86.0,128,2,1,0.0931,0.1997,0.5815,0.1819,0.2772,709,541,236,DETR,large
a1_t2s,rtdetr-x,86.0,500,2,1,0.1346,0.2423,0.5658,0.2224,0.3193,709,482,550,DETR,large
a2_s2t,rtdetr-x,86.0,32,2,1,0.2718,0.4985,0.608,0.4789,0.5358,451,193,248,DETR,large
a2_s2t,rtdetr-x,86.0,128,2,1,0.2816,0.6088,0.7546,0.5661,0.6469,451,111,681,DETR,large
a2_s2t,rtdetr-x,86.0,500,2,1,0.4041,0.7173,0.8688,0.6297,0.7302,451,95,479,DETR,large
b_light,rtdetr-x,86.0,32,2,1,0.4234,0.7167,0.8547,0.6284,0.7243,436,102,276,DETR,large
b_light,rtdetr-x,86.0,128,2,1,0.3883,0.7172,0.7772,0.6307,0.6964,436,137,107,DETR,large
b_light,rtdetr-x,86.0,500,2,1,0.4712,0.7488,0.8109,0.6835,0.7418,436,77,472,DETR,large
0_all,rtdetr-l,45.0,32,2,1,0.4615,0.7953,0.8707,0.7026,0.7776,1160,176,1058,DETR,small
0_all,rtdetr-l,45.0,128,2,1,0.5532,0.8656,0.905,0.8048,0.852,1160,151,411,DETR,small
0_all,rtdetr-l,45.0,500,2,1,0.6218,0.9243,0.9176,0.8448,0.8797,1160,70,457,DETR,small
a1_t2s,rtdetr-l,45.0,32,2,1,0.1122,0.2219,0.4181,0.2327,0.299,709,513,362,DETR,small
a1_t2s,rtdetr-l,45.0,128,2,1,0.1275,0.2441,0.5243,0.2285,0.3183,709,503,306,DETR,small
a1_t2s,rtdetr-l,45.0,500,2,1,0.1348,0.2463,0.4983,0.2454,0.3289,709,498,424,DETR,small
a2_s2t,rtdetr-l,45.0,32,2,1,0.3327,0.6306,0.7078,0.5898,0.6435,451,123,339,DETR,small
a2_s2t,rtdetr-l,45.0,128,2,1,0.3298,0.5853,0.6725,0.5366,0.5969,451,156,304,DETR,small
a2_s2t,rtdetr-l,45.0,500,2,1,0.4643,0.7643,0.7764,0.7004,0.7364,451,71,446,DETR,small
b_light,rtdetr-l,45.0,32,2,1,0.4331,0.7281,0.8437,0.6468,0.7322,436,112,167,DETR,small
b_light,rtdetr-l,45.0,128,2,1,0.4419,0.7067,0.8933,0.6337,0.7414,436,148,47,DETR,small
b_light,rtdetr-l,45.0,500,2,1,0.5092,0.8016,0.8451,0.7362,0.7869,436,76,249,DETR,small
0_all,yolo12n,2.6,32,2,1,0.4062,0.7504,0.819,0.6672,0.7354,1160,250,632,YOLOv12,small
0_all,yolo12n,2.6,128,2,1,0.5448,0.8661,0.8835,0.7784,0.8277,1160,194,229,YOLOv12,small
0_all,yolo12n,2.6,500,2,1,0.6134,0.9237,0.924,0.8397,0.8798,1160,105,224,YOLOv12,small
a1_t2s,yolo12n,2.6,32,2,1,0.0748,0.1816,0.2274,0.1523,0.1824,709,638,70,YOLOv12,small
a1_t2s,yolo12n,2.6,128,2,1,0.0624,0.1457,0.3749,0.1312,0.1943,709,614,130,YOLOv12,small
a1_t2s,yolo12n,2.6,500,2,1,0.1212,0.2187,0.4397,0.2158,0.2895,709,544,164,YOLOv12,small
a2_s2t,yolo12n,2.6,32,2,1,0.1433,0.2844,0.4781,0.2395,0.3191,451,364,49,YOLOv12,small
a2_s2t,yolo12n,2.6,128,2,1,0.2351,0.47,0.5796,0.4188,0.4863,451,276,71,YOLOv12,small
a2_s2t,yolo12n,2.6,500,2,1,0.3698,0.6679,0.721,0.5876,0.6475,451,146,176,YOLOv12,small
b_light,yolo12n,2.6,32,2,1,0.3753,0.6216,0.7983,0.5528,0.6532,436,205,43,YOLOv12,small
b_light,yolo12n,2.6,128,2,1,0.4535,0.736,0.8939,0.6377,0.7444,436,136,80,YOLOv12,small
b_light,yolo12n,2.6,500,2,1,0.5138,0.7911,0.8285,0.7179,0.7692,436,108,95,YOLOv12,small
0_all,yolo11n,2.6,32,2,1,0.4271,0.7429,0.8003,0.644,0.7137,1160,362,210,YOLOv11,small
0_all,yolo11n,2.6,128,2,1,0.5326,0.8468,0.8795,0.7647,0.8181,1160,211,204,YOLOv11,small
0_all,yolo11n,2.6,500,2,1,0.611,0.9186,0.898,0.8496,0.8731,1160,104,258,YOLOv11,small
a1_t2s,yolo11n,2.6,32,2,1,0.0854,0.1669,0.2324,0.1213,0.1594,709,657,57,YOLOv11,small
a1_t2s,yolo11n,2.6,128,2,1,0.0703,0.1468,0.3589,0.1608,0.2221,709,571,317,YOLOv11,small
a1_t2s,yolo11n,2.6,500,2,1,0.1193,0.2123,0.3912,0.1904,0.2561,709,570,163,YOLOv11,small
a2_s2t,yolo11n,2.6,32,2,1,0.1417,0.3009,0.3204,0.3304,0.3253,451,385,18,YOLOv11,small
a2_s2t,yolo11n,2.6,128,2,1,0.2001,0.3883,0.6396,0.3392,0.4433,451,298,58,YOLOv11,small
a2_s2t,yolo11n,2.6,500,2,1,0.307,0.5533,0.6448,0.5112,0.5702,451,188,192,YOLOv11,small
b_light,yolo11n,2.6,32,2,1,0.4199,0.6988,0.8473,0.5894,0.6952,436,182,37,YOLOv11,small
b_light,yolo11n,2.6,128,2,1,0.5053,0.7932,0.8689,0.7018,0.7765,436,127,47,YOLOv11,small
b_light,yolo11n,2.6,500,2,1,0.5318,0.8388,0.8962,0.7202,0.7986,436,83,120,YOLOv11,small
0_all,yolo12x,59.1,32,2,2,0.4199,0.724,0.8127,0.5986,0.6894,1160,516,72,YOLOv12,large
0_all,yolo12x,59.1,128,2,2,0.5811,0.8664,0.8913,0.7698,0.8261,1160,277,67,YOLOv12,large
0_all,yolo12x,59.1,500,2,2,0.6257,0.9321,0.9099,0.8569,0.8826,1160,115,181,YOLOv12,large
a1_t2s,yolo12x,59.1,32,2,2,0.029,0.079,0.1555,0.0818,0.1072,709,647,216,YOLOv12,large
a1_t2s,yolo12x,59.1,128,2,2,0.111,0.2152,0.4761,0.1961,0.2777,709,551,243,YOLOv12,large
a1_t2s,yolo12x,59.1,500,2,2,0.1304,0.2264,0.5075,0.1976,0.2845,709,532,320,YOLOv12,large
a2_s2t,yolo12x,59.1,32,2,2,0.1027,0.215,0.5462,0.1907,0.2827,451,379,15,YOLOv12,large
a2_s2t,yolo12x,59.1,128,2,2,0.1401,0.3327,0.494,0.3614,0.4174,451,245,245,YOLOv12,large
a2_s2t,yolo12x,59.1,500,2,2,0.3666,0.6787,0.7934,0.5875,0.6751,451,158,120,YOLOv12,large
b_light,yolo12x,59.1,32,2,2,0.3823,0.6207,0.81,0.5069,0.6236,436,236,28,YOLOv12,large
b_light,yolo12x,59.1,128,2,2,0.4486,0.7102,0.865,0.6491,0.7416,436,148,38,YOLOv12,large
b_light,yolo12x,59.1,500,2,2,0.528,0.8101,0.866,0.7113,0.781,436,100,83,YOLOv12,large
0_all,yolo11x,56.9,32,2,2,0.4093,0.7104,0.8019,0.6216,0.7003,1160,451,126,YOLOv11,large
0_all,yolo11x,56.9,128,2,2,0.5739,0.8583,0.8914,0.7644,0.8231,1160,302,65,YOLOv11,large
0_all,yolo11x,56.9,500,2,2,0.6405,0.9268,0.9248,0.8569,0.8896,1160,127,118,YOLOv11,large
a1_t2s,yolo11x,56.9,32,2,2,0.0359,0.1003,0.223,0.0987,0.1369,709,639,115,YOLOv11,large
a1_t2s,yolo11x,56.9,128,2,2,0.1039,0.1953,0.4671,0.1657,0.2446,709,578,185,YOLOv11,large
a1_t2s,yolo11x,56.9,500,2,2,0.1228,0.2047,0.3897,0.1989,0.2633,709,565,182,YOLOv11,large
a2_s2t,yolo11x,56.9,32,2,2,0.1403,0.2964,0.634,0.2373,0.3453,451,350,27,YOLOv11,large
a2_s2t,yolo11x,56.9,128,2,2,0.2067,0.4388,0.5592,0.4219,0.4809,451,257,121,YOLOv11,large
a2_s2t,yolo11x,56.9,500,2,2,0.3054,0.5856,0.6063,0.5521,0.5779,451,166,193,YOLOv11,large
b_light,yolo11x,56.9,32,2,2,0.3225,0.5499,0.7841,0.4581,0.5783,436,233,43,YOLOv11,large
b_light,yolo11x,56.9,128,2,2,0.4631,0.7095,0.8888,0.5986,0.7154,436,171,33,YOLOv11,large
b_light,yolo11x,56.9,500,2,2,0.5546,0.8321,0.8978,0.7385,0.8104,436,103,55,YOLOv11,large
0_all,rtdetr-x,86.0,32,2,2,0.4081,0.7533,0.7937,0.6665,0.7246,1160,229,878,DETR,large
0_all,rtdetr-x,86.0,128,2,2,0.5414,0.8557,0.9,0.7767,0.8338,1160,164,306,DETR,large
0_all,rtdetr-x,86.0,500,2,2,0.6249,0.9324,0.9022,0.8747,0.8882,1160,82,372,DETR,large
a1_t2s,rtdetr-x,86.0,32,2,2,0.0657,0.1506,0.3133,0.1777,0.2268,709,551,365,DETR,large
a1_t2s,rtdetr-x,86.0,128,2,2,0.0833,0.1617,0.4249,0.1749,0.2478,709,546,348,DETR,large
a1_t2s,rtdetr-x,86.0,500,2,2,0.1568,0.253,0.5523,0.2355,0.3302,709,504,364,DETR,large
a2_s2t,rtdetr-x,86.0,32,2,2,0.4331,0.7308,0.8382,0.6434,0.728,451,86,682,DETR,large
a2_s2t,rtdetr-x,86.0,128,2,2,0.2486,0.4699,0.5574,0.4496,0.4977,451,173,686,DETR,large
a2_s2t,rtdetr-x,86.0,500,2,2,0.2656,0.5078,0.6038,0.49,0.541,451,184,341,DETR,large
b_light,rtdetr-x,86.0,32,2,2,0.3715,0.6436,0.8156,0.5436,0.6524,436,128,434,DETR,large
b_light,rtdetr-x,86.0,128,2,2,0.4379,0.7089,0.8572,0.6333,0.7285,436,119,173,DETR,large
b_light,rtdetr-x,86.0,500,2,2,0.504,0.8371,0.8576,0.7317,0.7897,436,63,251,DETR,large
0_all,rtdetr-l,45.0,32,2,2,0.4515,0.7898,0.8005,0.7335,0.7656,1160,160,1210,DETR,small
0_all,rtdetr-l,45.0,128,2,2,0.5576,0.8706,0.8972,0.7904,0.8404,1160,139,444,DETR,small
0_all,rtdetr-l,45.0,500,2,2,0.589,0.9118,0.9061,0.8302,0.8665,1160,101,330,DETR,small
a1_t2s,rtdetr-l,45.0,32,2,2,0.0856,0.1885,0.4091,0.2116,0.2789,709,518,328,DETR,small
a1_t2s,rtdetr-l,45.0,128,2,2,0.0695,0.1409,0.3811,0.1566,0.2219,709,586,173,DETR,small
a1_t2s,rtdetr-l,45.0,500,2,2,0.1543,0.265,0.5355,0.2567,0.347,709,487,329,DETR,small
a2_s2t,rtdetr-l,45.0,32,2,2,0.2573,0.4681,0.599,0.4146,0.4901,451,186,502,DETR,small
a2_s2t,rtdetr-l,45.0,128,2,2,0.299,0.5723,0.6146,0.555,0.5833,451,152,303,DETR,small
a2_s2t,rtdetr-l,45.0,500,2,2,0.47,0.7684,0.7515,0.7241,0.7375,451,78,268,DETR,small
b_light,rtdetr-l,45.0,32,2,2,0.4016,0.6691,0.8412,0.6055,0.7042,436,147,169,DETR,small
b_light,rtdetr-l,45.0,128,2,2,0.4528,0.7341,0.8386,0.656,0.7361,436,104,208,DETR,small
b_light,rtdetr-l,45.0,500,2,2,0.5344,0.8231,0.8856,0.7457,0.8096,436,62,373,DETR,small
0_all,yolo12n,2.6,32,2,2,0.4176,0.7441,0.8417,0.6462,0.7311,1160,292,447,YOLOv12,small
0_all,yolo12n,2.6,128,2,2,0.5277,0.862,0.9009,0.7741,0.8327,1160,188,221,YOLOv12,small
0_all,yolo12n,2.6,500,2,2,0.6087,0.9255,0.9015,0.8595,0.88,1160,107,216,YOLOv12,small
a1_t2s,yolo12n,2.6,32,2,2,0.0935,0.2077,0.3113,0.1128,0.1656,709,665,18,YOLOv12,small
a1_t2s,yolo12n,2.6,128,2,2,0.0982,0.1959,0.4332,0.1396,0.2112,709,605,117,YOLOv12,small
a1_t2s,yolo12n,2.6,500,2,2,0.1059,0.2195,0.4233,0.2474,0.3123,709,537,157,YOLOv12,small
a2_s2t,yolo12n,2.6,32,2,2,0.1399,0.3499,0.4681,0.3792,0.4189,451,192,587,YOLOv12,small
a2_s2t,yolo12n,2.6,128,2,2,0.2199,0.4377,0.5811,0.4302,0.4944,451,257,82,YOLOv12,small
a2_s2t,yolo12n,2.6,500,2,2,0.3111,0.5943,0.7626,0.5299,0.6253,451,159,217,YOLOv12,small
b_light,yolo12n,2.6,32,2,2,0.3498,0.5682,0.7768,0.5,0.6084,436,235,39,YOLOv12,small
b_light,yolo12n,2.6,128,2,2,0.4334,0.7134,0.8566,0.6714,0.7528,436,135,61,YOLOv12,small
b_light,yolo12n,2.6,500,2,2,0.538,0.8288,0.8661,0.7421,0.7993,436,82,106,YOLOv12,small
0_all,yolo12x,59.1,32,2,2,0.4237,0.7598,0.8024,0.6754,0.7334,1160,305,300,YOLOv12,large
0_all,yolo12x,59.1,128,2,2,0.5571,0.8664,0.9046,0.7629,0.8277,1160,214,142,YOLOv12,large
0_all,yolo12x,59.1,500,2,2,0.6394,0.9275,0.9152,0.8578,0.8856,1160,135,113,YOLOv12,large
a1_t2s,yolo12x,59.1,32,2,2,0.0613,0.1592,0.2054,0.1298,0.159,709,649,77,YOLOv12,large
a1_t2s,yolo12x,59.1,128,2,2,0.0799,0.1729,0.3446,0.1975,0.2511,709,555,283,YOLOv12,large
a1_t2s,yolo12x,59.1,500,2,2,0.1075,0.2045,0.453,0.1876,0.2653,709,563,221,YOLOv12,large
a2_s2t,yolo12x,59.1,32,2,2,0.1363,0.3388,0.4805,0.3503,0.4052,451,208,600,YOLOv12,large
a2_s2t,yolo12x,59.1,128,2,2,0.2167,0.4153,0.7042,0.3801,0.4937,451,283,46,YOLOv12,large
a2_s2t,yolo12x,59.1,500,2,2,0.3215,0.6286,0.7621,0.5698,0.6521,451,132,280,YOLOv12,large
b_light,yolo12x,59.1,32,2,2,0.3878,0.6855,0.8709,0.6034,0.7129,436,146,101,YOLOv12,large
b_light,yolo12x,59.1,128,2,2,0.4621,0.7136,0.9029,0.6184,0.734,436,159,42,YOLOv12,large
b_light,yolo12x,59.1,500,2,2,0.5521,0.849,0.8667,0.7683,0.8146,436,100,44,YOLOv12,large
0_all,yolo11x,56.9,32,2,2,0.4042,0.7423,0.8289,0.6684,0.7401,1160,283,370,YOLOv11,large
0_all,yolo12n,2.6,32,2,2,0.4451,0.7745,0.8451,0.6784,0.7527,1160,334,185,YOLOv12,small
